wojewodztwo,powiat,nazwa_placowki,typ_placowki,publiczna_niepubliczna,adres,kod_pocztowy,miejscowosc,telefon,email,liczba_miejsc,dyrektor,organ_prowadzacy,zrodlo_danych,data_stanu
lubuskie,,Dom Dziecka Nr 2 ul. Słoneczna 50 66 – 200 ŚWIEBODZIN +48 68 475 36 15 +48 68 475 23 33 +48 68 382 71 42 centrum@ddzswiebodzin.pl,socjalizacyjna,,,68-475,,,centrum@ddzswiebodzin.pl,14,Lidia Gintowt - Listowska z-ca Anna Lipińska,Powiat Świebodziński ul. Kolejowa 2 66-200 Świebodzin,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,świebodziński,Dom Dziecka Nr 3 ul. Słoneczna 52 66 – 200 ŚWIEBODZIN +48 68 475 36 15 +48 68 475 23 33 +48 68 382 71 42 centrum@ddzswiebodzin.pl,socjalizacyjna,,,68-475,,,centrum@ddzswiebodzin.pl,14,Lidia Gintowt - Listowska z-ca Anna Lipińska,Powiat Świebodziński ul. Kolejowa 2 66-200 Świebodzin,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Dom Dziecka Nr 4 ul. Słoneczna 46 66 – 200 ŚWIEBODZIN +48 68 475 36 15 +48 68 475 23 33 +48 68 382 71 42 centrum@ddzswiebodzin.pl,socjalizacyjna,,,68-475,,,centrum@ddzswiebodzin.pl,14,Lidia Gintowt - Listowska z-ca Anna Lipińska,Powiat Świebodziński ul. Kolejowa 2 66-200 Świebodzin,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Dom Dziecka w SŁAWIE ul. Odrodzonego Wojska Polskiego 36 67 – 410 SŁAWA +48 68 356 60 82 785 822 288 domdziecka36@gmail.com,socjalizacyjna,,,68-356,,,domdziecka36@gmail.com,14,Iwona Zając- Majchrzak,Powiat Wschowski Plac Kosynierów 1c 67 – 400 Wschowa,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,wschowski,Dom Dziecka w SŁAWIE ul. Słoneczna 5 67 – 410 SŁAWA +48 68 356 50 04 domslawa@wschowa.com.pl,socjalizacyjna+interwencyjna,,,68-356,,,domslawa@wschowa.com.pl,14,Izabela Kaczmarczyk- Kurzela,Powiat Wschowski Plac Kosynierów 1c 67 – 400 Wschowa,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Dom Dziecka ul. Reymonta 1 67 – 400 WSCHOWA tel./fax 65 540-22-52 607 552 465 domdziecka@wschowa.com.pl,socjalizacyjna,,,65-540,,,domdziecka@wschowa.com.pl,14,Barbara Tlałka,Powiat Wschowski ul. Plac Kosynierów 1c 67 – 400 Wschowa,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Placówka Opiekuńczo - Wychowawcza nr 1 ul. Chrobrego 69 66 – 130 Bojadła tel./ fax 68 352 35 25 klenica.domdziecka@gmail.com,socjalizacyjna,,,68-352,,,klenica.domdziecka@gmail.com,10,Robert Twardy,PCPR ul. Podgórna 5 65-954 Zielona Góra +48 68 452 75 90 sekretariat@pcpr.powiat- zielonogorski.pl,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,zielonogórski,Placówka Opiekuńczo - Wychowawcza nr 2 ul. Chrobrego 69 66 – 130 Bojadła tel./ fax 68 352 35 25 klenica.domdziecka@gmail.com,socjalizacyjna,,,68-352,,,klenica.domdziecka@gmail.com,10,Robert Twardy,PCPR ul. Podgórna 5 65-954 Zielona Góra +48 68 452 75 90 sekretariat@pcpr.powiat- zielonogorski.pl,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Powiatowy Dom Dziecka nr 1 ul. Sobieskiego 69 A 67–300 SZPROTAWA +48 68 303 00 13 dom.dziecka@powiatzaganski.pl,socjalizacyjna,,,68-303,,,dom.dziecka@powiatzaganski.pl,14,Małgorzata Goździk,Powiat Żagański ul. Dworcowa 39 68–100 Żagań,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,żagański,Powiatowy Dom Dziecka nr 2 ul. Sobieskiego 69 B 67–300 SZPROTAWA +48 68 300 04 16 dom.dziecka@powiatzaganski.pl,socjalizacyjna,,,68-300,,,dom.dziecka@powiatzaganski.pl,14,Małgorzata Goździk,Powiat Żagański ul. Dworcowa 39 68–100 Żagań,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Powiatowy Dom Dziecka nr 1 ul. Pienińska 10 68-200 Żary +48 68 415 54 01/44 pddzary@pddzary.pl,socjalizacyjna,,,68-200,,,pddzary@pddzary.pl,14,Agata Salamońska,Starostwo Powiatowe Al. Jana Pawła II 6 68-200 Żary,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Powiatowy Dom Dziecka nr 2 ul. Pienińska 12 68-200 Żary +48 68 415 54 01/44 pddzary@pddzary.pl,socjalizacyjna,,,68-200,,,pddzary@pddzary.pl,14,Agata Salamońska,Starostwo Powiatowe Al. Jana Pawła II 6 68-200 Żary,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,żarski,"Powiatowy Dom Dziecka nr 3 w Lubsku ul. Dąbrowskiego 6/1 68-300 Lubsko sekrtariat@domdziecka.lubsko.pl dyrektor@copowzary.pl Tel. 68 455 35 28 , 509 303 181",socjalizacyjna,,,68-300,,,sekrtariat@domdziecka.lubsko.pl,14,Agata Salamońska,Starostwo Powiatowe Al. Jana Pawła II 6 68-200 Żary,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,,Powiatowy Dom Dziecka nr 4 w Lubsku ul. Dąbrowskiego 6/1 68-300 Lubsko sekrtariat@domdziecka.lubsko.pl Tel. 68 455 35 28,socjalizacyjna,,,68-300,,,sekrtariat@domdziecka.lubsko.pl,14,Agata Salamońska,Starostwo Powiatowe Al. Jana Pawła II 6 68-200 Żary,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
lubuskie,sulęciński,Dom Dziecka ul. Szpitalna 9 69 – 200 SULĘCIN + 95 755 51 51; 517 186 031 natalia.wojcik@powiatsulecinski.pl,socjalizacyjna,,,95-755,,,natalia.wojcik@powiatsulecinski.pl,14,Natalia Wójcik,Powiat Sulęciński ul. Lipowa 18 69 –200 Sulęcin,Rejestr_wolnych_miejsc_lubuskie_2025-06.pdf,2025-06-30
wielkopolskie,Chodzieski,Placówka Opiekuńczo – Wychowawcza „RODZINA”,socjalizacyjna,,"ul. Staszica 3 64-820 Szamocin, tel. 67-283-32-34 ddszamocin@wp.pl",64-820,,,ddszamocin@wp.pl,,,Powiat Chodzieski,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Czarnkowsko -Trzcianecki,Placówka „Przyjazny Dom”,socjalizacyjna,,"ul. Mickiewicza 50 64-980 Trzcianka tel. 67-216-22-70 fax. 67-216-84-46 przyjaznydom@gmail.com, przyjazny.dom1@gmail.com",64-980,,,przyjaznydom@gmail.com,,,Stowarzyszenie „Pomagajmy Dzieciom”,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Chodzieski,Placówka Opiekuńczo- Wychowawcza nr 1 w Studźcach,socjalizacyjna,,Studźce 11 64-830 Margonin tel. 67-283-32-34 ddszamocin@wp.pl,64-830,,,ddszamocin@wp.pl,,,Powiat Chodzieski,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Gnieźnieński,Placówka Opiekuńczo – Wychowawcza nr 2,socjalizacyjna,,"ul. Marii Konopnickiej 20 62-200 Gniezno tel. 61-22-12-906, 798-042-270 rydlewska.ddz@gmail.com pcpr@powiat-gniezno.pl",62-200,,,rydlewska.ddz@gmail.com,,,Powiat Gnieźnieński,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Gostyński,Dom Dziecka w Bodzewie nr 1,socjalizacyjna,,Bodzewo 64/2 63-820 Piaski tel. 653002880 ddbodz@interia.pl,63-820,,,ddbodz@interia.pl,,,Powiat Gostyński,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Gostyński,Dom Dziecka w Bodzewie nr 2,socjalizacyjna,,Bodzewo 64/1 63-820 Piaski tel. 653002880 ddbodz@interia.pl,63-820,,,ddbodz@interia.pl,,,Powiat Gostyński,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Jarociński,Dom Dziecka nr 1 w Górze,socjalizacyjna,,"Góra, ul. Jarocińska 17A 63-233 Jaraczewo tel. 62-740-90-04 eugeniusz.urbanski@op.pl",63-233,,,eugeniusz.urbanski@op.pl,,,Powiat Jarociński,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Kaliski grodzki,Dom Dziecka nr 1,socjalizacyjna,,ul. Skarszewska 3/1 62-800 Kalisz tel. 62-760-19-66 domdziecka@domdziecka.kalisz.pl,62-800,,,domdziecka@domdziecka.kalisz.pl,,,Miasto Kalisz,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Kaliski ziemski,Dom Dziecka w Liskowie,socjalizacyjna,,ul. Ks. W. Blizińskiego 96 62-850 Lisków tel. 62-763-40-03 fax. 62-763-40-84 sekretariat@ddliskow.pl,62-850,,,sekretariat@ddliskow.pl,,,Powiat Kaliski,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Kaliski ziemski,Placówka opiekuńczo – wychowawcza typu rodzinnego w Brzezinach,rodzinna,,ul. Jagiełły 14 62-874 Brzeziny tel. 62-769-85-55 rddbrzeziny@gmail.com,62-874,,,rddbrzeziny@gmail.com,,,Powiat Kaliski,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Koniński grodzki,Placówka Opiekuńczo- Wychowawcza w Koninie,socjalizacyjna+interwencyjna,,ul. Kurpińskiego 3 62-510 Konin tel. 63-243-10-99 pokonin@interia.pl,62-510,,,pokonin@interia.pl,,,Miasto Konin,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Szamotulski,Placówka Opiekuńczo – Wychowawcza „KANAAN”,socjalizacyjna,,ul. Lipowa 27 A 64-500 Szamotuły tel. 61-292-09-84 fax. 61-292-47-73 placowki@powszamotuly.pl,64-500,,,placowki@powszamotuly.pl,,,"Zgromadzenie Sióstr Franciszkanek Rodziny Maryi, Prowincja Św. Józefa - Poznańska",rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Ostrowski,Placówka Wsparcia Dziecka i Rodziny w Ostrowie Wielkopolskim,socjalizacyjna+interwencyjna,,Al. Słowackiego 1c 63-400 Ostrów Wielkopolski tel. 62-737-11-57 pwdr@powiat-ostrowski.pl,63-400,,,pwdr@powiat-ostrowski.pl,,,Powiat Ostrowski,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Ostrzeszowski,Dom Dziecka w Ostrzeszowie,socjalizacyjna,,ul. Gen. Wł. Sikorskiego 19 63-500 Ostrzeszów tel. 62-732-07-08 62-732-07-09 ddzostrzeszow@interia.pl,63-500,,,ddzostrzeszow@interia.pl,,,Powiat Ostrzeszowski,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Pilski,Placówka Opiekuńczo- Wychowawcza w Pile,socjalizacyjna,,"ul. Rydygiera 23 64-920 Piła tel. 67-349-09-67,68 pow.pila@gmail.com",64-920,,,pow.pila@gmail.com,,,Powiat Pilski,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Rawicki,Placówka Opiekuńczo – Wychowawcza „Nowy Dworek” w Łaszczynie,socjalizacyjna,,Łaszczyn 63/1 63-900 Rawicz tel. 65-545-20-82 fax. 65-546-52-34 pow@powiatrawicki.pl,63-900,,,pow@powiatrawicki.pl,,,Powiat Rawicki,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Pleszewski,Dom Dziecka w Pleszewie,socjalizacyjna,,ul. Osiedlowa 1/1 63-300 Pleszew tel. 62-742-21-95 domdziecka@pleszew.co,63-300,,,domdziecka@pleszew.co,,,Powiat Pleszewski,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Pleszewski,Rodzinny Dom Dziecka,rodzinna,,63-308 Gizałki Białobłoty 81 tel. 601-551-251 kolecka.marlena32@wp.pl,63-308,,,kolecka.marlena32@wp.pl,,,Powiat Pleszewski,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański grodzki,Rodzinny Dom Nr 3,rodzinna,,"61-828 Poznań, ul. Podgórna 19a/14 tel. 691 173 454 lukasik.rd3@gmail.com",61-828,,,lukasik.rd3@gmail.com,,,Miasto Poznań,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański grodzki,Placówka Opiekuńczo – Wychowawcza „Marcelinka”,socjalizacyjna+interwencyjna,,ul. Perzycka 110b 60-182 Poznań tel. 61-867-35-61 ddz1@poczta.neostrada.pl sekretariat@cwr-poznan.pl,60-182,,,ddz1@poczta.neostrada.pl,,,Miasto Poznań,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański grodzki,Placówka Opiekuńczo- Wychowawcza „Dom Pamiątkowa”,socjalizacyjna+interwencyjna,,ul. Filarecka 13 61-502 Poznań tel. 61-833-34-18 61-834-26-56 dd2_poznan@poczta.onet.pl,61-502,,,dd2_poznan@poczta.onet.pl,,,Miasto Poznań,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański grodzki,Dom Opiekuńczo – Wychowawczy dla Dziewcząt im. Bł. Marii Karłowskiej,socjalizacyjna,,ul. Piątkowska 148 60-650 Poznań tel./fax. 61-823-35-82 dowpasterki@archpoznan.pl,60-650,,,dowpasterki@archpoznan.pl,,,"Zgromadzenie Sióstr Pasterek od Opatrzności Bożej, Jabłonowo Pomorskie",rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański grodzki,Ochronka „Jurek”,socjalizacyjna,,ul. Ochota 15 61-367 Poznań tel. 61-875-06-72 ochronka.jurek@tprngo.pl,61-367,,,ochronka.jurek@tprngo.pl,,,Towarzystwo Przywracania Rodziny,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański grodzki,Rodzinny Dom Nr 1 „Agrafka”,rodzinna,,os. Rusa 100/2 61-245 Poznań tel. 61-877-99-82 barbara_napierala@wp.pl,61-245,,,barbara_napierala@wp.pl,,,Miasto Poznań,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański grodzki,Rodzinny Dom Nr 4,rodzinna,,os. Winiary 4/2-3 60- 665 Poznań tel. 510-162-264 rdd4poznan@op.pl,60-665,,,rdd4poznan@op.pl,,,Miasto Poznań,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański grodzki,Rodzinny Dom Nr 5,rodzinna,,ul. Piaskowa 6/1 61-753 Poznań tel. 502-032-990 margus@margus.pl,61-753,,,margus@margus.pl,,,Miasto Poznań,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański grodzki,Rodzinny Dom Nr 6,rodzinna,,ul. Grottgera 3/3a 60-657 Poznań tel. 509-646-556 rodzinnydomdziecka6@gmail.com,60-657,,,rodzinnydomdziecka6@gmail.com,,,Miasto Poznań,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański ziemski,Ośrodek Wspomagania Rodziny w Kobylnicy,socjalizacyjna+interwencyjna,,ul. Poznańska 97 62-006 Kobylnica tel. 61-815-01-08 fax. 61-815-08-17 owr2@owr-kobylnica.pl owrkobylnica@powiat.poznan.pl,62-006,,,owr2@owr-kobylnica.pl,,,Powiat Poznański,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański ziemski,Dom Dziecka w Kórniku-Bninie,socjalizacyjna,,ul. Błażejewska 63 62-035 Kórnik tel. 61-817-02-06 domdziecka@ddkornik.pl krupa.magdalena@ddkornik.pl,62-035,,,domdziecka@ddkornik.pl,,,Powiat Poznański,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański ziemski,Dom Rodzinny w Swarzędzu,rodzinna,,os. Dąbrowszczaków 15/1-2 62-020 Swarzędz tel. 61-817-38-69 hanna_rydjan@wp.pl,62-020,,,hanna_rydjan@wp.pl,,,Powiat Poznański,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Rawicki,Placówka Opiekuńczo- Wychowawcza „Mały Dworek” w Łaszczynie,socjalizacyjna,,Łaszczyn 63/2 63-900 Rawicz tel. 65-545-20-82 fax. 65-546-52-34 pow@powiatrawicki.pl,63-900,,,pow@powiatrawicki.pl,,,Powiat Rawicki,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Słupecki,Dom dla Dzieci i Młodzieży „Szansa”,socjalizacyjna,,ul. Górna 12B 62-420 Strzałkowo tel. 63-276-60-39 fax. 63-276-61-29 domdladzieci.szansa@gmail.com,62-420,,,domdladzieci.szansa@gmail.com,,,Powiat Słupecki,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Słupecki,Ośrodek Wsparcia dla Dzieci i Młodzieży z Interwencją Kryzysową,interwencyjna,,ul. Niska 2 62-406 Lądek tel. 63-276-39-48 osrodek@oikladek.pl,62-406,,,osrodek@oikladek.pl,,,Powiat Słupecki,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Szamotulski,Placówka Opiekuńczo – Wychowawcza „SYCHEM”,socjalizacyjna,,ul. Lipowa 27 C/2 64-500 Szamotuły tel. 61-292-09-84 fax. 61-292-47-73 placowki@powszamotuly.pl,64-500,,,placowki@powszamotuly.pl,,,"Zgromadzenie Sióstr Franciszkanek Rodziny Maryi, Prowincja Św. Józefa - Poznańska",rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Szamotulski,Dom im. św. Urszuli Ledóchowskiej,socjalizacyjna,,ul. Witosa 1 64-551 Otorowo tel. 61-291-70-80 dom.dziecka.otorowo@urszulanki.pl,64-551,,,dom.dziecka.otorowo@urszulanki.pl,,,Centrum Pniewsko- Poznańskie Zgromadzenia Sióstr Urszulanek Serca Jezusa Konającego,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Szamotulski,Dom Dziecka „W Słońcu”,socjalizacyjna,,ul. Szamotulska 11 64-551 Lipnica tel. 61-291-72-08 domdzieckalipnica@wp.pl,64-551,,,domdzieckalipnica@wp.pl,,,Centrum Pniewsko- Poznańskie Zgromadzenia Sióstr Urszulanek Serca Jezusa Konającego,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Średzki,Publiczna Placówka Opiekuńczo- Wychowawcza w Szlachcinie,socjalizacyjna,,Szlachcin 32A 63-000 Szlachcin tel. 61-285-12-18 fax. 61-286-52-47 ppowszlachcin@srodawlkp.epcpr.pl,63-000,,,ppowszlachcin@srodawlkp.epcpr.pl,,,Powiat Średzki,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Turecki,Dom dla Dzieci i Młodzieży,socjalizacyjna+interwencyjna,,Kaczki Średnie 62h 62-700 Turek tel. 793 833 585 dajmyszanse@wp.pl,62-700,,,dajmyszanse@wp.pl,,,Stowarzyszenie „Dajmy Szansę”,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Międzychodz ki,Placówka Opiekuńczo – Wychowawcza „Nasz Dom” w Chrzypsku Wielkim,socjalizacyjna,,ul. Główna 16 64-412 Chrzypsko Wielkie tel. 781 561 678 pownaszdom@wp.pl,64-412,,,pownaszdom@wp.pl,,,Stowarzyszenie „PRZYSZŁOŚĆ”,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Wolsztyński,Powiatowe Centrum Pomocy Rodzinie w Wolsztynie Dom Dziecka „DROGA” w Wolsztynie,socjalizacyjna,,ul. Marcinkowskiego 6 64-200 Wolsztyn tel. 68-384-35-02 68-384-26-50 pcpr@powiatwolsztyn.pl,64-200,,,pcpr@powiatwolsztyn.pl,,,Powiat Wolsztyński,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Wrzesiński,Ośrodek Wspomagania Dziecka i Rodziny w Kołaczkowie,socjalizacyjna+interwencyjna,,Plac Reymonta 5 62-306 Kołaczkowo tel. 61-438-53-47 owdir_1@o2.pl,62-306,,,owdir_1@o2.pl,,,Powiat Wrzesiński,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Czarnkowsko- Trzcianecki,Placówka Opiekuńczo – Wychowawcza „Słoneczny Dom”,socjalizacyjna,,ul. Wojska Polskiego 73 64-761 Krzyż Wlkp. tel. 67 256-40-28 powsd@wp.pl,64-761,,,powsd@wp.pl,,,Stowarzyszenie na Rzecz Dziecka i Rodziny „Słoneczny Dom”,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Leszczyński grodzki,Dom Dziecka Caritas im. Świętej Rodziny,socjalizacyjna,,ul. Paderewskiego 8 64-100 Leszno tel. 65 300 10 00 65 300 10 06 ddleszno@caritaspoznan.pl,64-100,,,ddleszno@caritaspoznan.pl,,,Caritas Archidiecezji Poznańskiej,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Złotowski,PROMYK Placówka Opiekuńczo – Wychowawcza Typu Rodzinnego w Zakrzewie,rodzinna,,ul. Towarowa 7 77-424 Zakrzewo tel. 604 502 825 rodzinnydomdzieckazakrzewo1@wp.pl,77-424,,,rodzinnydomdzieckazakrzewo1@wp.pl,,,Powiat Złotowski,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Złotowski,SZCZĘŚLIWA TRZYNASTKA Placówka Opiekuńczo – Wychowawcza Typu Rodzinnego w Okonku,rodzinna,,ul. Zdobywców Wału Pomorskiego 13 64-965 Okonek tel. 661-168-578 alinapietrzyk@o2.pl,64-965,,,alinapietrzyk@o2.pl,,,Powiat Złotowski,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Gostyński,Dom Dziecka w Gostyniu,socjalizacyjna,,"ul. Ks. Olejniczaka 12a, 63-800 Gostyń tel. 607-540-850 ddbodz@interia.pl",63-800,,,ddbodz@interia.pl,,,Powiat Gostyński,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Szamotulski,Placówka Opiekuńczo – Wychowawcza „BETANIA”,socjalizacyjna+interwencyjna,,ul. Lipowa 27 B/2 64-500 Szamotuły tel. 61-292-09-84 fax. 61-292-47-73 placowki@powszamotuly.pl,64-500,,,placowki@powszamotuly.pl,,,"Zgromadzenie Sióstr Franciszkanek Rodziny Maryi, Prowincja Św. Józefa - Poznańska",rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Pilski,Placówka Opiekuńczo- Wychowawcza w Osieku n/Notecią,rodzinna,,ul. Leśna 25 89-333 Osiek n. Notecią tel. 693-49-96-99 rddosieknadnotecia@op.pl,89-333,,,rddosieknadnotecia@op.pl,,,Powiat Pilski,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Kaliski grodzki,Dom Dziecka nr 2,socjalizacyjna,,ul. Skarszewska 3/2 62-800 Kalisz tel. 62-760-19-66 domdziecka@domdziecka.kalisz.pl adres do korespondencji: ul. Skarszewska 3/1 62-800 Kalisz,62-800,,,domdziecka@domdziecka.kalisz.pl,,,Miasto Kalisz,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Wągrowiecki,Placówka Opiekuńczo- Wychowawcza,socjalizacyjna+interwencyjna,,ul. Kcyńska 48 62-100 Wągrowiec tel. 67-216-00-55 dyrektor@powwagrowiec.pl sekretariat@powwagrowiec.pl,62-100,,,dyrektor@powwagrowiec.pl,,,Powiat Wągrowiecki,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Szamotulski,Placówka Opiekuńczo – Wychowawcza „NEGEB”,socjalizacyjna,,ul. Lipowa 27 B/1 64-500 Szamotuły tel. 61-292-09-84 fax 61-292-47-73 placowki@powszamotuly.pl,64-500,,,placowki@powszamotuly.pl,,,"Zgromadzenie Sióstr Franciszkanek Rodziny Maryi, Prowincja Św. Józefa - Poznańska",rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański grodzki,Placówka Opiekuńczo – Wychowawcza Dom Młodzieży im. Michała Magone,socjalizacyjna+interwencyjna,,ul. Aragońska 4 61-616 Poznań dom.mlodziezy.poznan@wp.pl,61-616,,,dom.mlodziezy.poznan@wp.pl,,,Towarzystwo Salezjańskie Inspektoria pw. św. Wojciecha,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Pleszewski,Pogotowie Opiekuńcze w Pleszewie,interwencyjna,,ul. Osiedlowa 1/2 63-300 Pleszew tel. 62-742-21-95 pogotowieopiekuncze@pleszew.co,63-300,,,pogotowieopiekuncze@pleszew.co,,,Powiat Pleszewski,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański grodzki,Placówka Opiekuńczo – Wychowawcza Dom Młodzieży im. bł. Piątki Poznańskiej,socjalizacyjna+interwencyjna,,ul. Sarmacka 109 61-616 Poznań dom.mlodziezy.poznan@wp.pl,61-616,,,dom.mlodziezy.poznan@wp.pl,,,Towarzystwo Salezjańskie Inspektoria pw. św. Wojciecha z siedzibą w Pile,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Powiat Pleszewski,Salezjańska Placówka Wsparcia Dziecka i Rodziny im. Św. Rodziny,socjalizacyjna,,ul. Podgórna 14 63-300 Pleszew tel. 62-742-47-19 placowkasalezjanska@gmail.com,63-300,,,placowkasalezjanska@gmail.com,,,Zgromadzenie Córek Maryi Wspomożycielki (Siostry Salezjanki) Inspektoria Wrocławska,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański grodzki,Placówka Opiekuńczo- Wychowawcza „Nasz Dom”,socjalizacyjna+interwencyjna,,"ul. Suwalska 197 60-461 Poznań tel. 61 834-58-78, 61 834-26 -35 fax 61 834-58-77 naszdom@naszdom-poznan.pl",60-461,,,naszdom@naszdom-poznan.pl,,,Miasto Poznań,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
wielkopolskie,Poznański grodzki,Placówka Opiekuńczo – Wychowawcza Dom Młodzieży im. bł. Laury Vicuni,socjalizacyjna+interwencyjna,,ul. Aragońska 8 61-616 Poznań dom.mlodziezy.poznan@wp.pl,61-616,,,dom.mlodziezy.poznan@wp.pl,,,Towarzystwo Salezjańskie Inspektoria pw. św. Wojciecha z siedzibą w Pile,rejestr_placowek_wielkopolskie_2024-06-03.pdf,2024-06-03
